0;0;0;0;land;false;unknown;0
1;249;240;124;land;false;plains;1
2;233;194;104;land;false;plains;1
3;162;236;117;land;false;plains;1
4;201;176;168;land;false;marsh;1
5;204;44;254;land;false;plains;1
6;150;203;225;land;false;hills;1
7;239;109;224;land;false;plains;1
8;143;248;132;land;false;plains;1
9;247;150;238;land;false;plains;1
10;189;248;76;land;false;plains;1
11;203;222;221;land;true;plains;1
12;189;194;177;land;true;plains;1
13;221;215;153;land;false;plains;1
14;241;182;199;land;false;plains;1
15;146;208;213;land;false;plains;1
16;251;85;232;land;false;marsh;1
17;180;181;158;land;true;plains;1
18;224;227;208;land;false;plains;1
19;174;213;116;land;false;plains;1
20;164;244;152;land;false;plains;1
21;111;191;247;land;false;marsh;1
22;249;116;243;land;false;plains;1
23;143;250;241;land;false;marsh;1
24;223;133;245;land;false;plains;1
25;253;171;205;land;false;plains;1
26;195;108;228;land;false;plains;1
27;122;241;229;land;false;plains;1
28;186;215;191;land;false;plains;1
29;162;203;151;land;false;plains;1
30;99;236;228;land;false;plains;1
31;206;89;237;land;false;plains;1
32;250;210;169;land;true;plains;1
33;225;65;227;land;false;marsh;1
34;239;214;254;land;false;plains;1
35;156;205;207;land;false;plains;1
36;137;178;239;land;false;plains;1
37;253;229;199;land;true;plains;1
38;251;19;243;land;false;plains;1
39;227;218;186;land;false;plains;1
40;63;232;225;land;false;plains;1
41;221;180;141;land;false;plains;1
42;219;121;251;land;false;hills;1
43;206;149;203;land;true;plains;1
44;118;245;219;land;false;plains;1
45;190;141;176;land;true;plains;1
46;153;150;247;land;false;plains;1
47;214;211;179;land;false;plains;1
48;200;203;160;land;false;plains;1
49;142;143;246;land;false;plains;1
50;158;178;250;land;false;plains;1
51;232;167;236;land;false;plains;1
52;171;231;217;land;false;marsh;1
53;224;197;247;land;false;plains;1
54;246;226;199;land;false;marsh;1
55;147;197;159;land;false;plains;1
56;156;203;194;land;false;plains;1
57;248;141;129;land;false;plains;1
58;191;190;142;land;true;plains;1
59;245;119;184;land;false;desert;1
60;185;237;206;land;false;marsh;1
61;219;114;181;land;false;plains;1
62;218;176;119;land;false;plains;1
63;235;254;222;land;false;plains;1
64;66;196;242;land;false;plains;1
65;192;111;232;land;false;plains;1
66;217;161;132;land;false;plains;1
67;124;217;235;land;false;plains;1
68;253;198;116;land;false;plains;1
69;179;143;236;land;false;plains;1
70;215;144;151;land;false;plains;1
71;238;237;67;land;false;plains;1
72;223;210;89;land;false;plains;1
73;37;232;233;land;false;plains;1
74;229;238;217;land;false;plains;1
75;169;238;134;land;false;plains;1
76;224;225;244;land;false;marsh;1
77;168;159;232;land;false;plains;1
78;123;254;168;land;false;plains;1
79;84;208;238;land;false;plains;1
80;184;207;148;land;false;plains;1
81;203;142;167;land;true;plains;1
82;181;217;232;land;false;plains;1
83;90;207;218;land;false;plains;1
84;208;192;148;land;false;plains;1
85;200;249;185;land;true;plains;1
86;90;222;232;land;false;plains;1
87;253;253;110;land;false;plains;1
88;211;64;227;land;false;plains;1
89;226;163;246;land;false;plains;1
90;220;186;119;land;false;plains;1
91;208;114;186;land;false;plains;1
92;203;61;246;land;false;plains;1
93;63;224;222;land;false;plains;1
94;254;153;230;land;false;marsh;1
95;238;80;196;land;false;plains;1
96;207;224;103;land;false;hills;1
97;196;230;229;land;false;plains;1
98;200;202;156;land;false;plains;1
99;233;171;206;land;false;plains;1
100;250;204;70;land;false;plains;1
101;230;248;145;land;false;plains;1
102;218;244;239;land;false;plains;1
103;234;167;191;land;false;plains;1
104;239;206;141;land;false;plains;1
105;253;171;158;land;false;plains;1
106;190;159;227;land;false;plains;1
107;151;169;206;land;false;marsh;1
108;197;226;166;land;false;plains;1
109;246;230;98;land;true;plains;1
110;146;154;246;land;false;plains;1
111;245;210;89;land;false;hills;1
112;228;236;225;land;false;plains;1
113;241;249;95;land;false;plains;1
114;251;213;112;land;false;plains;1
115;205;252;140;land;false;plains;1
116;130;194;231;land;false;plains;1
117;231;171;141;land;false;hills;1
118;163;174;234;land;false;plains;1
119;133;183;233;land;false;plains;1
120;245;93;190;land;false;marsh;1
121;239;32;238;land;false;plains;1
122;228;164;225;land;false;marsh;1
123;41;248;217;land;false;plains;1
124;146;217;212;land;false;plains;1
125;162;207;158;land;false;plains;1
126;237;189;246;land;false;plains;1
127;204;214;97;land;false;plains;1
128;243;122;157;land;false;marsh;1
129;97;229;215;land;false;plains;1
130;97;190;254;land;false;marsh;1
131;94;229;215;land;false;plains;1
132;146;140;217;land;false;plains;1
133;248;227;76;land;false;plains;1
134;191;201;163;land;false;plains;1
135;130;225;194;land;false;plains;1
136;116;168;236;land;false;plains;1
137;213;222;199;land;false;plains;1
138;117;248;239;land;false;plains;1
139;217;218;120;land;false;plains;1
140;98;245;251;land;false;plains;1
141;148;193;172;land;false;plains;1
142;225;87;244;land;false;plains;1
143;251;155;162;land;false;plains;1
144;205;155;179;land;false;plains;1
145;209;123;235;land;false;plains;1
146;127;174;230;land;false;plains;1
147;214;253;162;land;false;plains;1
148;242;185;239;land;false;plains;1
149;219;189;145;land;false;plains;1
150;104;213;227;land;false;plains;1
151;221;218;107;land;false;plains;1
152;179;218;142;land;false;plains;1
153;100;239;245;land;false;plains;1
154;237;197;174;land;false;plains;1
155;143;228;212;land;true;plains;1
156;120;244;170;land;false;plains;1
157;178;177;196;land;false;plains;1
158;176;219;170;land;false;marsh;1
159;81;250;225;land;false;plains;1
160;210;230;132;land;false;plains;1
161;253;41;207;land;false;marsh;1
162;49;209;254;land;false;plains;1
163;191;172;148;land;false;plains;1
164;77;236;202;land;false;plains;1
